,Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Memory clock,Channels,Storage size (GB),Storage type,Memory card,OS suppoert (years),Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Web browsing (min),Watching video (min),Gaming (min),Standby (hr),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Angle of widest lens (°),Camera features,Aperture,Sensor size,Pixel size (micron),Autofocus,Front camera megapixels,Video resolution,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Type of SIM card,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Speakers,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price ($),Bundled charger,LTE Cat*,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
572,Xiaomi,185002,64921,18450,48022,53609,IPS LCD,6.26,720,1520,269,60,0,450.0,0,,,158.6,76.4,8.4,180.0,No,Plastic,Plastic,"Yes, rear",,Samsung,14.0,1,185002,2,LPDDR3,933.0,1.0,16,eMMC 5.1,MicroSD,1.0,4000,10.0,Li-Po,No,0,0,0,140.0,375.0,568.0,241.0,87.0,12.0,Digital,LED,Digital,No,No,Up to 60FPS,, - Bokeh mode,2.0,2.9,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,No,Yes,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Budget,1940,130.0,0,6,1,0,1,1,1,1,0,0,0,0,0,0,1
573,Honor,618614,198611,149579,122975,147449,OLED,6.67,1080,2400,395,120,0,500.0,1,, - DCI-P3 - Always-On Display,161.4,73.3,7.91,178.0,No,Glass,Plastic,"Yes, in-display",,TSMC,6.0,1,618614,8,LPDDR5,,,128,UFS 3.1,No,2.0,4800,66.0,Li-Ion,No,0,1,1,50.0,566.0,835.0,340.0,98.0,54.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,122.0, - Bokeh mode - Pro mode,2.4,3.2,0.7,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,No,No,,Mid-range,813,550.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
574,Huawei,724817,219644,212523,149172,143478,OLED,6.58,1200,2640,441,90,0,600.0,1,, - DCI-P3 - Always-On Display - DC Dimming,158.2,72.6,9.0,209.0,IP68,Glass,Metal,"Yes, in-display",,TSMC,7.0,1,724817,8,LPDDR4X,2133.0,2.0,256,UFS 3.0,Nano Memory,,4200,40.0,Li-Po,No,1,1,1,75.0,490.0,806.0,294.0,81.0,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,2.8,0.8,Phase autofocus,32.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,Yes,Yes,Yes,Mono,No,No,Yes,Flagship,1635,720.0,0,21,1,1,1,1,1,1,1,1,1,1,0,0,1
575,Samsung,360125,130125,70365,65296,93626,Super AMOLED,6.7,1080,2400,393,60,0,600.0,0,, - Always-On Display,163.6,76.0,7.7,179.0,No,Plastic,Plastic,"Yes, in-display",,Samsung,8.0,1,360125,6,LPDDR4X,1866.0,2.0,128,UFS 2.1,MicroSD,3.0,4500,25.0,Li-Po,No,0,0,1,82.0,471.0,774.0,289.0,107.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 30FPS,120.0, - Bokeh mode - Pro mode,2.2,2.8,0.8,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Active,No,No,No,Mono,Yes,Yes,Yes,Mid-range,1664,350.0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,1
576,Xiaomi,577493,197750,128038,114462,137243,AMOLED,6.55,1080,2400,402,90,0,500.0,1,240.0, - DCI-P3 - Always-On Display,160.5,75.7,6.8,158.0,IP53,Glass,Plastic,"Yes, in-button",,TSMC,6.0,1,577493,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,3.0,4250,33.0,Li-Po,No,0,0,1,64.0,457.0,797.0,288.0,100.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.2,3.4,0.8,No,20.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,Yes,Stereo,No,No,,Mid-range,1056,320.0,0,20,1,1,1,1,1,1,0,0,0,0,0,0,1
577,Motorola,436384,148874,83797,95496,108217,IPS LCD,6.5,720,1600,270,120,0,500.0,0,, - DCI-P3,162.7,74.6,8.0,179.0,,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,436384,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,18.0,Li-Po,No,0,0,1,,572.0,856.0,336.0,112.0,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.4,,1.12,No,16.0,1080p (Full HD) at 30 FPS,No,,No,1,Nano,Standby,Yes,No,Yes,Stereo,Yes,,Yes,Mid-range,265,250.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
578,Xiaomi,232370,89267,34232,54487,54384,IPS LCD,6.3,1080,2340,409,60,0,450.0,0,,,158.3,75.3,8.4,190.0,No,Glass,Plastic,"Yes, rear",,Samsung,11.0,1,232370,3,LPDDR4X,1866.0,2.0,32,eMMC 5.1,MicroSD,2.0,4000,18.0,Li-Po,No,0,0,1,125.0,466.0,742.0,310.0,88.0,48.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,118.0, - Bokeh mode - Pro mode,2.0,2.9,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,No,Yes,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Mid-range,1817,190.0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,1
579,Infinix,399994,130993,62584,111088,95389,AMOLED,6.7,1080,2400,393,60,0,500.0,0,180.0, - DCI-P3 - Always-On Display,164.6,76.9,7.9,188.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,399994,8,LPDDR4X,,2.0,256,UFS 2.2,MicroSD,,5000,33.0,Li-Ion,No,0,0,1,95.0,,,,,108.0,Digital,Dual LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,1.67,0.64,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,783,250.0,1,13,1,1,1,1,1,1,0,0,0,0,0,0,1
580,Samsung,1116718,319867,405165,166062,225624,Dynamic AMOLED,6.1,1080,2340,425,120,1,780.0,1,, - DCI-P3 - Always-On Display,146.0,70.6,7.6,167.0,IP68,Glass,Metal,"Yes, in-display",6.0,Samsung,4.0,1,1116718,8,LPDDR5,,4.0,128,UFS 3.1,No,2.0,3700,25.0,Li-Po,No,1,1,1,63.0,366.0,626.0,259.0,89.0,50.0,Optical,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.24,1.22,Phase autofocus (Dual Pixel),10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,933,799.0,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
581,Realme,816276,227759,219558,158445,210514,AMOLED,6.62,1080,2400,397,120,0,700.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,162.9,75.8,8.65,194.5,No,Plastic,Plastic,"Yes, in-display",4.0,TSMC,7.0,1,816276,8,LPDDR4X,,2.0,128,UFS 3.1,No,2.0,5000,80.0,Li-Po,No,0,0,1,40.0,532.0,803.0,315.0,115.0,64.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.5,3.13,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Mid-range,813,480.0,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
582,Samsung,192474,65329,24487,47177,55481,Super AMOLED,6.4,1080,2400,411,60,0,600.0,0,, - Always-On Display,159.3,73.1,8.6,185.0,No,Plastic,Plastic,"Yes, in-display",,TSMC,12.0,1,192474,4,LPDDR4X,1866.0,2.0,64,eMMC 5.1,MicroSD,2.0,5000,15.0,Li-Ion,No,0,0,1,145.0,626.0,876.0,344.0,126.0,48.0,Digital,LED,Digital,No,No,Up to 30FPS,123.0, - Bokeh mode - Pro mode,2.2,4.0,1.12,No,20.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Mid-range,1604,210.0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,1
583,Samsung,1097634,305791,406302,171518,214023,Dynamic AMOLED,6.6,1080,2340,393,120,1,780.0,1,240.0, - DCI-P3 - Always-On Display,157.4,75.8,7.6,195.0,IP68,Glass,Metal,"Yes, in-display",4.0,Samsung,4.0,1,1097634,8,LPDDR5,,4.0,128,UFS 3.1,No,2.0,4500,45.0,Li-Po,No,1,1,1,61.0,497.0,775.0,326.0,115.0,50.0,Digital,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.24,1.22,Phase autofocus (Dual Pixel),10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,905,999.0,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
584,Samsung,215672,73124,39146,47053,56349,Super AMOLED,6.4,720,1600,274,90,0,390.0,0,, - Always-On Display,159.3,73.6,8.4,186.0,No,Plastic,Plastic,"Yes, in-button",1.0,TSMC,12.0,1,215672,4,LPDDR4X,1866.0,2.0,64,eMMC 5.1,MicroSD,2.0,5000,15.0,Li-Po,No,0,0,1,140.0,651.0,885.0,351.0,121.0,48.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.2,3.1,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Budget,1178,230.0,1,7,0,1,1,0,1,1,0,0,0,0,0,0,1
585,OnePlus,1640804,402129,609642,336138,292895,AMOLED,6.74,1240,2772,451,120,1,1600.0,1,, - DCI-P3 - Always-On Display - DC Dimming,163.1,74.2,8.98,210.0,No,Glass,Plastic,"Yes, in-display",8.0,TSMC,4.0,1,1640804,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,1.0,5000,150.0,Li-Po,No,0,0,1,19.0,,,,,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,3.09,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,387,700.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
586,Samsung,656054,174405,197575,126345,157729,Dynamic AMOLED,6.1,1440,3040,551,60,0,1215.0,1,, - DCI-P3 - Always-On Display,149.9,70.4,7.8,157.0,IP68,Glass,Metal,"Yes, in-display",,Samsung,8.0,1,656054,8,LPDDR4X,2133.0,2.0,128,UFS 2.1,MicroSD,3.0,3400,15.0,Li-Po,No,1,1,1,95.0,313.0,614.0,225.0,73.0,12.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 240FPS,123.0, - Bokeh mode - Pro mode - RAW support,1.9,2.65,1.22,Phase autofocus,10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,No,Yes,No,Stereo,Yes,No,Yes,Flagship,2001,900.0,0,20,1,1,1,1,1,1,1,1,1,0,0,0,1
587,Xiaomi,235828,89694,34389,53247,58498,IPS LCD,6.3,1080,2340,409,60,0,500.0,0,,,161.1,75.4,8.6,200.0,No,Glass,Plastic,"Yes, rear",,Samsung,11.0,1,235828,3,LPDDR4X,1866.0,2.0,32,eMMC 5.1,MicroSD,2.0,4000,18.0,Li-Ion,No,0,0,1,125.0,481.0,708.0,303.0,95.0,48.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.0,2.9,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Mid-range,1726,216.0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,1
588,Samsung,151207,53244,16460,47477,34026,TFT LCD,6.2,720,1520,271,60,0,,0,,,155.6,75.6,7.9,168.0,No,Plastic,Plastic,No,,Samsung,14.0,0,151207,2,LPDDR4,1866.0,1.0,32,eMMC 5.1,MicroSD,2.0,3400,5.0,Li-Ion,No,0,0,0,170.0,441.0,656.0,269.0,94.0,13.0,Digital,LED,Digital,No,No,Up to 30FPS,, - ,2.0,,,No,5.0,720p at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Budget,2001,130.0,0,4,1,0,1,1,1,0,0,0,0,0,0,0,1
589,Vivo,838967,268183,253488,153180,164116,AMOLED,6.78,1260,2800,453,120,1,2800.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,164.36,75.1,7.45,186.0,IP54,Glass,Plastic,"Yes, in-display",4.0,TSMC,4.0,1,838967,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,,5000,80.0,Li-Po,No,0,1,1,42.0,726.0,1029.0,381.0,134.0,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.0,2.76,0.64,No,50.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,No,No,No,Mid-range,174,449.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
590,Xiaomi,1598185,383884,634315,304850,275136,AMOLED,8.03,1916,2160,360,120,1,2600.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,161.2,143.28,5.26,259.0,No,Glass,Metal,"Yes, in-button",8.0,TSMC,4.0,1,1598185,12,LPDDR5X,3200.0,4.0,256,UFS 4.0,No,,4800,67.0,Li-Po,No,1,1,1,50.0,538.0,865.0,312.0,126.0,50.0,Optical,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.3,3.4,1.12,No,20.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,387,1299.0,1,20,1,1,1,1,1,1,1,0,0,0,0,0,1
591,Huawei,588186,193840,138782,125724,129840,OLED,6.7,1084,2412,391,120,0,950.0,1,240.0, - DCI-P3 - Always-On Display,161.29,74.96,6.88,168.0,No,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,588186,8,LPDDR4X,2133.0,2.0,128,UFS 3.1,No,,4500,66.0,Li-Po,No,0,1,1,32.0,,,,,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,2.8,0.61,No,60.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Stereo,No,No,No,Mid-range,509,399.0,1,18,0,1,1,1,1,1,0,0,0,0,0,0,1
592,Xiaomi,1546742,413659,537217,315690,280176,OLED,6.67,1220,2712,446,144,1,600.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,162.15,75.7,8.49,204.0,IP68,Glass,Plastic,"Yes, in-display",8.0,TSMC,4.0,1,1546742,12,LPDDR5X,4266.0,4.0,256,UFS 4.0,No,1.0,5000,120.0,Li-Po,No,0,0,1,19.0,,,,,50.0,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.2,2.0,0.8,No,20.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,387,490.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
593,Samsung,454330,165575,137252,71866,79637,Super AMOLED,5.8,1440,2960,568,60,0,658.0,1,, - Always-On Display,147.7,68.7,8.5,163.0,IP68,Glass,Metal,"Yes, rear",,Samsung,10.0,1,454330,4,LPDDR4X,1794.0,2.0,64,UFS 2.1,MicroSD,2.0,3000,15.0,Li-Po,No,1,0,1,95.0,332.0,582.0,225.0,75.0,12.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 240FPS,, - Bokeh mode - Pro mode,1.7,3.6,1.22,Phase autofocus (Dual Pixel),8.0,1440p at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,No,Stereo,Yes,No,Yes,Flagship,2366,720.0,0,18,1,1,1,1,1,1,1,0,0,0,0,0,1
594,Samsung,346841,115364,79042,72048,80387,Super AMOLED,6.6,720,1600,266,60,0,500.0,0,, - Always-On Display,164.4,75.9,8.6,193.0,No,Plastic,Plastic,"Yes, in-display",3.0,Samsung,8.0,1,346841,4,LPDDR4X,1866.0,2.0,128,UFS 2.1,MicroSD,3.0,5000,15.0,Li-Po,No,0,0,1,121.0,634.0,912.0,369.0,132.0,48.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode,2.2,5.0,1.0,No,20.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Mono,Yes,No,Yes,Mid-range,1390,365.0,0,18,1,1,1,1,1,1,0,0,0,0,0,0,1
595,Asus,1623986,406281,611862,317813,288030,AMOLED,6.78,1080,2448,395,165,0,1000.0,1,720.0, - DCI-P3 - Always-On Display - DC Dimming,173.0,77.0,10.3,246.0,IP54,Glass,Metal,"Yes, in-display",8.0,TSMC,4.0,1,1623986,16,LPDDR5X,,4.0,512,UFS 4.0,No,1.0,6000,65.0,Li-Po,No,0,1,1,62.0,653.0,1024.0,405.0,129.0,50.0,Digital,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.5,3.2,0.7,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,Yes,Flagship,448,1399.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
596,Tecno,240915,76042,23427,81392,60054,IPS LCD,6.6,720,1612,267,90,0,450.0,0,180.0,,163.7,75.6,8.6,180.0,No,Plastic,Plastic,"Yes, in-button",1.0,TSMC,12.0,0,240915,3,LPDDR4X,1600.0,2.0,64,eMMC 5.1,MicroSD,,5000,10.0,Li-Po,No,0,0,0,195.0,,,,,13.0,Digital,Dual LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.0,,,No,8.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Budget,295,85.0,1,7,0,0,1,0,0,1,0,0,0,0,0,0,1
597,Realme,438163,153343,80957,94380,109033,IPS LCD,6.6,1080,2412,400,120,0,460.0,0,240.0, - DCI-P3,164.3,75.6,8.5,195.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,438163,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,2.0,5000,33.0,Li-Po,No,0,0,1,75.0,659.0,895.0,381.0,125.0,64.0,Digital,LED,Digital,No,No,Up to 30FPS,119.0, - Bokeh mode - Pro mode,2.1,3.13,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,Yes,Yes,Mono,Yes,No,No,Mid-range,933,320.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
598,TCL,270545,90479,41484,67690,70892,IPS LCD,6.78,1080,2460,396,90,0,550.0,0,,,168.2,75.5,8.1,168.2,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,270545,4,LPDDR4X,1800.0,2.0,128,eMMC 5.1,MicroSD,,5010,33.0,,No,0,0,1,,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Stereo,Yes,,,Budget,143,,1,20,1,0,1,0,1,1,0,0,0,0,0,0,1
599,Xiaomi,265196,92739,38248,60628,73581,IPS LCD,6.53,1080,2340,395,60,0,400.0,0,,,163.3,77.0,9.1,198.0,No,Plastic,Plastic,"Yes, rear",1.0,TSMC,12.0,1,265196,3,LPDDR4X,1866.0,2.0,32,eMMC 5.1,MicroSD,2.0,5020,18.0,Li-Po,No,0,0,1,185.0,525.0,836.0,330.0,113.0,13.0,Digital,LED,Digital,No,No,Up to 30FPS,118.0, - Bokeh mode - Pro mode,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Budget,1513,130.0,1,7,1,1,1,1,1,1,0,0,0,0,0,0,1
600,Samsung,560697,170850,143095,111552,135200,PLS TFT,6.6,1080,2408,400,120,0,500.0,0,,,168.8,79.9,9.9,235.0,IP68,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,560697,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,2.0,4050,25.0,Li-Po,Yes,0,1,1,60.0,455.0,701.0,284.0,91.0,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 30FPS,123.0, - Bokeh mode - Pro mode,2.2,3.1,,No,13.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,Yes,No,Yes,Mid-range,783,499.0,0,18,1,1,1,1,1,1,1,0,0,0,0,0,1
601,Oppo,625173,155100,147881,190102,132090,AMOLED,6.7,1080,2412,394,120,1,1200.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,161.4,74.1,7.6,177.0,IP65,Plastic,Plastic,"Yes, in-display",,TSMC,4.0,1,625173,12,LPDDR4X,2133.0,2.0,256,UFS 3.1,MicroSD,,5000,80.0,Li-Po,No,0,1,1,46.0,,,,,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.0,5.0,1.75,Phase autofocus,32.0,2160p (4K) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,,Mid-range,82,499.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
602,OnePlus,356931,129362,69264,74754,83551,LTPS LCD,6.49,1080,2400,406,90,0,550.0,0,, - DCI-P3,163.1,74.9,8.3,189.0,No,Plastic,Plastic,"Yes, in-button",,Samsung,8.0,1,356931,4,LPDDR4X,1866.0,2.0,64,UFS 2.1,MicroSD,,5000,18.0,Li-Po,No,0,0,1,135.0,,,,,13.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.1,3.0,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Mono,Yes,Yes,Yes,Mid-range,1178,240.0,0,13,1,1,1,1,1,1,0,0,0,0,0,0,1
603,Huawei,577736,188367,150748,109883,128738,OLED,6.39,1440,3120,538,60,0,660.0,1,, - DCI-P3 - Always-On Display,157.8,72.3,8.6,189.0,IP68,Glass,Metal,"Yes, in-display",,TSMC,7.0,1,577736,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,Nano Memory,1.0,4200,40.0,Li-Po,No,1,1,1,60.0,466.0,704.0,295.0,98.0,40.0,Optical,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,, - Bokeh mode - Pro mode - RAW support,2.0,2.7,1.0,No,24.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,No,Stereo,No,No,Yes,Flagship,2121,1050.0,0,21,1,1,1,1,1,1,1,0,0,1,0,0,1
604,Vivo,1284112,342108,491558,218145,232301,AMOLED,6.78,1080,2400,388,120,0,1300.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,164.81,76.9,8.5,199.5,No,Glass,Plastic,"Yes, in-display",6.0,TSMC,4.0,1,1284112,8,LPDDR5,,4.0,128,UFS 3.1,No,,5000,120.0,Li-Po,No,0,0,1,25.0,,,,,50.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.5,3.1,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Mid-range,418,450.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
605,Xiaomi,273871,88093,42849,72409,70520,IPS LCD,6.79,1080,2460,396,90,0,550.0,0,,,168.6,76.28,8.3,205.0,,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,273871,6,LPDDR4X,1800.0,2.0,128,eMMC 5.1,MicroSD,,5030,33.0,Li-Po,No,0,0,1,,,,,,108.0,Digital,LED,Digital,No,No,Up to 30FPS,120.0, - Bokeh mode - Pro mode,2.45,1.67,0.64,No,13.0,1080p (Full HD) at 30 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,Yes,No,Mono,Yes,Yes,,Budget,82,,1,20,0,0,1,0,1,1,0,0,0,0,0,0,1
606,Google,405358,122440,105572,91809,85537,OLED,5.5,1080,2160,439,60,0,420.0,1,, - DCI-P3 - Always-On Display,145.6,68.2,7.9,148.0,IP68,Glass,Metal,"Yes, rear",2.0,Samsung,10.0,1,405358,4,LPDDR4X,1866.0,2.0,64,UFS 2.1,No,3.0,2915,18.0,Li-Ion,No,1,0,1,120.0,320.0,577.0,211.0,78.0,12.2,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,, - Bokeh mode - Pro mode - RAW support,1.8,3.2,1.4,Phase autofocus,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,1,Nano,Standby,Yes,No,No,Stereo,No,No,No,Flagship,2121,800.0,0,16,1,1,1,1,1,1,1,0,0,0,0,0,1
607,Samsung,537067,173403,112518,112340,138806,Super AMOLED,6.7,1080,2408,394,120,0,400.0,0,, - DCI-P3 - Always-On Display,164.7,77.0,7.4,176.0,No,Plastic,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,537067,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,MicroSD,2.0,5000,25.0,Li-Ion,No,0,0,1,93.0,537.0,866.0,322.0,108.0,108.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.2,4.0,1.12,No,32.0,2160p (4K) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,Yes,Yes,Mono,No,Yes,Yes,Mid-range,874,420.0,0,20,1,1,1,0,1,1,0,0,0,0,0,0,1
