Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Memory clock,Channels,Storage size (GB),Storage type,Memory card,OS suppoert (years),Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Web browsing (min),Watching video (min),Gaming (min),Standby (hr),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Angle of widest lens (°),Camera features,Aperture,Sensor size,Pixel size (micron),Autofocus,Front camera megapixels,Video resolution,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Type of SIM card,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Speakers,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price ($),Bundled charger,Max rated brightness in HDR (nits),RGB color space (%),PWM,Front camera Response time (ms),Front camera Focal length (mm),LTE Cat*,Front camera Max surface temperature (C),Front camera Stability (%),Front camera Graphics test (FPS),Graphics score,Web score,Video editing,Photo editing,Data manipulation,Writing score,Advanced cooling,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor
Sony,1301174,335660,522953,205487,237074,OLED,6.5,1644,3840,643,120,0,1000.0,1,240.0, - DCI-P3 - Always-On Display,165.0,71.0,8.3,187.0,IP68,Glass,Metal,"Yes, in-button",8.0,TSMC,4.0,1,1301174,12,LPDDR5X,4200.0,4.0,256,UFS 3.1,MicroSD,1.0,5000,30.0,Li-Po,No,1,1,1,97.0,423.0,850.0,340.0,136.0,48.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode - RAW support,2.0,2.9,1.25,No,12.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,Standby,Yes,Yes,Yes,Stereo,Yes,No,Yes,Flagship,448,1399.0,0,,99.8,376.0,1.0,24.0,20.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Honor,319550,103113,40818,96681,76938,AMOLED,6.7,1080,2412,394,90,0,2000.0,1,270.0, - DCI-P3 - Always-On Display - DC Dimming,161.05,74.55,6.78,166.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,319550,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,,4500,35.0,Li-Po,No,0,0,1,88.0,,,,,108.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.1,1.67,0.64,No,50.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Mono,No,No,No,Mid-range,265,215.0,1,,,,,24.0,13.0,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Sony,1224462,330723,438136,209049,246554,OLED,6.1,1080,2520,449,120,0,650.0,1,240.0, - DCI-P3 - Always-On Display,156.0,67.0,8.2,172.0,IP68,Glass,Metal,"Yes, in-button",6.0,Samsung,4.0,1,1224462,8,LPDDR5,3200.0,4.0,128,UFS 3.1,MicroSD,1.0,5000,30.0,Li-Po,No,1,1,1,105.0,494.0,1019.0,339.0,81.0,12.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,124.0, - Bokeh mode - Pro mode - RAW support,2.0,2.9,1.25,No,12.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,Standby,Yes,Yes,Yes,Stereo,Yes,No,Yes,Flagship,721,999.0,0,1000.0,100.0,475.0,1.0,24.0,20.0,,,,,11081.0,7329.0,29219.0,10116.0,17808.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Xiaomi,393792,134816,62084,94084,102808,IPS LCD,6.5,1080,2400,405,90,0,500.0,0,180.0,,161.8,75.3,8.9,190.0,No,Plastic,Plastic,"Yes, in-button",2.0,TSMC,7.0,1,393792,4,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,2.0,5000,18.0,Li-Po,No,0,1,1,120.0,601.0,866.0,348.0,122.0,48.0,Digital,Dual LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,Yes,Mono,Yes,Yes,No,Mid-range,1209,200.0,0,,93.5,,33.5,26.0,18.0,41.5,99.0,6.0,1104.0,6033.0,4704.0,18912.0,6967.0,9326.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Tecno,900764,273014,238167,164835,224748,AMOLED,6.78,1080,2436,393,144,0,,0,, - DCI-P3 - Always-On Display,164.0,74.5,7.7,195.0,,Glass,,"Yes, in-display",4.0,TSMC,4.0,1,900764,8,LPDDR5,3200.0,4.0,256,UFS 3.1,,,5000,70.0,Li-Po,No,0,0,1,44.0,,,,,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.5,2.8,,No,50.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,Yes,Yes,Mid-range,174,400.0,1,,,,,24.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,1467120,338291,550741,292130,285958,OLED,6.67,1080,2400,395,165,0,1300.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,161.16,74.0,8.59,203.0,IP68,Glass,Metal,"Yes, in-display",8.0,TSMC,4.0,1,1467120,8,LPDDR5X,,4.0,512,UFS 4.0,No,1.0,5100,68.0,Li-Po,No,1,1,1,35.0,,,,,50.0,Optical,Dual LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,114.0, - Bokeh mode - Pro mode,2.2,2.8,0.61,No,60.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,479,800.0,1,,,,,,20.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Samsung,148729,56475,16695,42673,32886,Super AMOLED,6.4,720,1560,268,60,0,400.0,0,,,158.4,74.7,7.8,169.0,No,Plastic,Plastic,"Yes, rear",,Samsung,14.0,0,148729,3,LPDDR3,933.0,1.0,32,eMMC 5.1,MicroSD,2.0,4000,15.0,Li-Po,No,0,0,1,120.0,,,,,13.0,Digital,LED,Digital,No,No,Up to 30FPS,123.0, - ,2.0,,,No,8.0,720p at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Mid-range,2001,150.0,0,,,,,12.0,4.0,,85.0,1.0,324.0,4706.0,3605.0,8032.0,4817.0,4885.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Xiaomi,549818,174554,109191,108745,157328,AMOLED,6.67,1080,2400,395,120,0,700.0,1,360.0, - DCI-P3 - Always-On Display,163.65,76.19,8.34,204.0,IP53,Glass,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,549818,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,2.0,4500,120.0,Li-Po,No,0,0,1,16.0,367.0,632.0,277.0,84.0,108.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.4,3.0,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,Yes,Yes,Mid-range,1025,350.0,1,1200.0,,,,50.0,18.0,,99.0,12.0,2125.0,8044.0,6759.0,21768.0,9410.0,12133.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Realme,391929,129189,45821,108480,108439,Super AMOLED,6.43,1080,2400,409,90,0,1000.0,0,180.0, - DCI-P3 - Always-On Display,159.8,72.9,7.9,182.0,No,Plastic,Plastic,"Yes, in-display",2.0,TSMC,7.0,1,391929,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,33.0,Li-Po,No,0,0,1,76.0,,,,,64.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.1,2.0,0.7,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,Yes,No,,Mid-range,448,200.0,1,,,,,24.0,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Vivo,537985,191770,47410,165783,133022,AMOLED,6.78,1080,2400,388,120,1,1300.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,164.36,74.75,7.75,188.0,IP64,,Plastic,"Yes, in-display",,Samsung,4.0,1,537985,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,5500,44.0,Li-Po,No,0,0,1,,,,,,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.0,2.0,0.7,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,,No,No,No,Mid-range,52,399.0,1,,,,,,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Honor,243216,90539,34232,57563,60882,IPS LCD,6.21,1080,2340,415,60,0,450.0,0,,,154.8,73.6,8.0,162.0,No,Plastic,Plastic,"Yes, rear",1.0,TSMC,12.0,0,243216,3,LPDDR4,1866.0,2.0,32,eMMC 5.1,MicroSD,1.0,3400,10.0,Li-Po,No,0,0,0,120.0,328.0,536.0,221.0,93.0,13.0,Digital,LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,,0.9,No,24.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,No,Mono,Yes,Yes,No,Mid-range,2029,255.0,0,,98.6,,38.2,26.0,12.0,36.8,84.0,2.0,493.0,5172.0,4897.0,10959.0,5408.0,6806.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Vivo,2305267,538809,940944,472337,353177,AMOLED,6.78,1260,2800,453,120,1,3000.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,164.1,75.3,8.9,224.0,IP69,Glass,Metal,"Yes, in-display",18.0,TSMC,4.0,1,2305267,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5400,100.0,Li-Po,No,1,1,1,31.0,,,,,50.0,Optical,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode - RAW support,2.0,2.8,0.8,No,32.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,,No,Yes,Stereo,No,No,Yes,Flagship,113,,1,,,,,20.0,,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Honor,1293980,325163,469656,252814,246347,OLED,6.78,1224,2700,437,120,1,4000.0,1,, - DCI-P3 - Always-On Display - DC Dimming,163.3,75.2,8.2,199.0,IP65,Glass,Plastic,"Yes, in-display",8.0,TSMC,4.0,1,1293980,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5200,100.0,Li-Po,No,1,1,1,45.0,655.0,493.0,351.0,99.0,50.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.1,1.3,1.2,Phase autofocus,50.0,2160p (4K) at 30 FPS,Yes,Yes,Yes,1,Nano,Standby,Yes,No,Yes,Stereo,No,No,,Flagship,113,699.0,1,,99.8,60.0,2.0,,20.0,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Sony,529987,169547,162493,88311,109636,OLED,6.1,1080,2520,449,60,0,400.0,1,, - DCI-P3 - Always-On Display,158.0,68.0,8.2,164.0,IP65,Glass,Metal,"Yes, in-button",2.0,TSMC,7.0,1,529987,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,MicroSD,1.0,3140,18.0,Li-Po,No,0,0,1,110.0,348.0,643.0,250.0,97.0,12.0,Optical,LED,Digital,No,Up to 30FPS,Up to 60FPS,135.0, - Bokeh mode - Pro mode - RAW support,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,1,Nano,Standby,No,Yes,,Stereo,No,No,Yes,Flagship,1756,600.0,0,,100.0,227.0,15.0,24.0,19.0,47.1,86.0,18.0,3086.0,7302.0,5916.0,21684.0,8369.0,12168.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Tecno,423279,128125,71079,109579,114496,AMOLED,6.67,1080,2400,395,120,0,500.0,0,360.0, - DCI-P3 - Always-On Display,163.4,76.7,7.8,190.0,IP53,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,423279,8,LPDDR4X,2133.0,2.0,256,UFS 2.1,MicroSD,1.0,5000,33.0,Li-Po,No,0,0,1,88.0,,,,,64.0,Digital,LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,2.5,2.8,0.8,No,32.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,479,185.0,1,,,,,24.0,,,,,,9102.0,6650.0,25491.0,6688.0,12904.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Huawei,539885,171302,118154,128180,122249,OLED,6.7,1084,2412,395,120,0,,0,300.0, - DCI-P3 - Always-On Display - DC Dimming,161.29,74.96,6.88,168.0,No,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,539885,8,LPDDR4X,2133.0,2.0,256,,No,,4500,66.0,Li-Po,No,0,1,1,32.0,,,,,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,2.8,0.61,No,60.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Stereo,No,No,No,Mid-range,234,370.0,1,,,,,17.0,18.0,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,185002,64921,18450,48022,53609,IPS LCD,6.26,720,1520,269,60,0,450.0,0,,,158.6,76.4,8.4,180.0,No,Plastic,Plastic,"Yes, rear",,Samsung,14.0,1,185002,2,LPDDR3,933.0,1.0,16,eMMC 5.1,MicroSD,1.0,4000,10.0,Li-Po,No,0,0,0,140.0,375.0,568.0,241.0,87.0,12.0,Digital,LED,Digital,No,No,Up to 60FPS,, - Bokeh mode,2.0,2.9,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,No,Yes,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Budget,1940,130.0,0,,99.8,100.0,25.1,,6.0,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Honor,618614,198611,149579,122975,147449,OLED,6.67,1080,2400,395,120,0,500.0,1,, - DCI-P3 - Always-On Display,161.4,73.3,7.91,178.0,No,Glass,Plastic,"Yes, in-display",,TSMC,6.0,1,618614,8,LPDDR5,,,128,UFS 3.1,No,2.0,4800,66.0,Li-Ion,No,0,1,1,50.0,566.0,835.0,340.0,98.0,54.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,122.0, - Bokeh mode - Pro mode,2.4,3.2,0.7,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,No,No,,Mid-range,813,550.0,1,800.0,99.6,61.0,2.0,,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Huawei,724817,219644,212523,149172,143478,OLED,6.58,1200,2640,441,90,0,600.0,1,, - DCI-P3 - Always-On Display - DC Dimming,158.2,72.6,9.0,209.0,IP68,Glass,Metal,"Yes, in-display",,TSMC,7.0,1,724817,8,LPDDR4X,2133.0,2.0,256,UFS 3.0,Nano Memory,,4200,40.0,Li-Po,No,1,1,1,75.0,490.0,806.0,294.0,81.0,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,2.8,0.8,Phase autofocus,32.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,Yes,Yes,Yes,Mono,No,No,Yes,Flagship,1635,720.0,0,,99.4,365.0,3.0,26.0,21.0,34.2,55.0,19.0,3286.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Samsung,360125,130125,70365,65296,93626,Super AMOLED,6.7,1080,2400,393,60,0,600.0,0,, - Always-On Display,163.6,76.0,7.7,179.0,No,Plastic,Plastic,"Yes, in-display",,Samsung,8.0,1,360125,6,LPDDR4X,1866.0,2.0,128,UFS 2.1,MicroSD,3.0,4500,25.0,Li-Po,No,0,0,1,82.0,471.0,774.0,289.0,107.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 30FPS,120.0, - Bokeh mode - Pro mode,2.2,2.8,0.8,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Active,No,No,No,Mono,Yes,Yes,Yes,Mid-range,1664,350.0,0,,98.2,247.0,3.8,26.0,12.0,37.5,97.0,4.0,740.0,5183.0,5492.0,13950.0,6022.0,8417.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,577493,197750,128038,114462,137243,AMOLED,6.55,1080,2400,402,90,0,500.0,1,240.0, - DCI-P3 - Always-On Display,160.5,75.7,6.8,158.0,IP53,Glass,Plastic,"Yes, in-button",,TSMC,6.0,1,577493,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,3.0,4250,33.0,Li-Po,No,0,0,1,64.0,457.0,797.0,288.0,100.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.2,3.4,0.8,No,20.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,Yes,Stereo,No,No,,Mid-range,1056,320.0,0,800.0,100.0,373.0,3.4,27.0,20.0,36.5,98.0,14.0,2473.0,7341.0,6166.0,21290.0,8553.0,11960.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,436384,148874,83797,95496,108217,IPS LCD,6.5,720,1600,270,120,0,500.0,0,, - DCI-P3,162.7,74.6,8.0,179.0,,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,436384,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,18.0,Li-Po,No,0,0,1,,572.0,856.0,336.0,112.0,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.4,,1.12,No,16.0,1080p (Full HD) at 30 FPS,No,,No,1,Nano,Standby,Yes,No,Yes,Stereo,Yes,,Yes,Mid-range,265,250.0,1,,90.4,,48.0,,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,232370,89267,34232,54487,54384,IPS LCD,6.3,1080,2340,409,60,0,450.0,0,,,158.3,75.3,8.4,190.0,No,Glass,Plastic,"Yes, rear",,Samsung,11.0,1,232370,3,LPDDR4X,1866.0,2.0,32,eMMC 5.1,MicroSD,2.0,4000,18.0,Li-Po,No,0,0,1,125.0,466.0,742.0,310.0,88.0,48.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,118.0, - Bokeh mode - Pro mode,2.0,2.9,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,No,Yes,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Mid-range,1817,190.0,0,,,,,28.21,12.0,,98.0,1.0,262.0,5709.0,4932.0,11670.0,5112.0,6508.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Infinix,399994,130993,62584,111088,95389,AMOLED,6.7,1080,2400,393,60,0,500.0,0,180.0, - DCI-P3 - Always-On Display,164.6,76.9,7.9,188.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,399994,8,LPDDR4X,,2.0,256,UFS 2.2,MicroSD,,5000,33.0,Li-Ion,No,0,0,1,95.0,,,,,108.0,Digital,Dual LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,1.67,0.64,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Mid-range,783,250.0,1,,,,,,13.0,,99.0,7.0,1248.0,8051.0,6521.0,24730.0,6593.0,13518.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,1116718,319867,405165,166062,225624,Dynamic AMOLED,6.1,1080,2340,425,120,1,780.0,1,, - DCI-P3 - Always-On Display,146.0,70.6,7.6,167.0,IP68,Glass,Metal,"Yes, in-display",6.0,Samsung,4.0,1,1116718,8,LPDDR5,,4.0,128,UFS 3.1,No,2.0,3700,25.0,Li-Po,No,1,1,1,63.0,366.0,626.0,259.0,89.0,50.0,Optical,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.24,1.22,Phase autofocus (Dual Pixel),10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,933,799.0,0,1300.0,,,,26.0,20.0,,49.0,44.0,7448.0,11570.0,7336.0,29359.0,10515.0,15004.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Realme,816276,227759,219558,158445,210514,AMOLED,6.62,1080,2400,397,120,0,700.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,162.9,75.8,8.65,194.5,No,Plastic,Plastic,"Yes, in-display",4.0,TSMC,7.0,1,816276,8,LPDDR4X,,2.0,128,UFS 3.1,No,2.0,5000,80.0,Li-Po,No,0,0,1,40.0,532.0,803.0,315.0,115.0,64.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.5,3.13,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Mid-range,813,480.0,1,1300.0,98.8,471.0,1.0,26.0,,47.2,99.0,25.0,4242.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,192474,65329,24487,47177,55481,Super AMOLED,6.4,1080,2400,411,60,0,600.0,0,, - Always-On Display,159.3,73.1,8.6,185.0,No,Plastic,Plastic,"Yes, in-display",,TSMC,12.0,1,192474,4,LPDDR4X,1866.0,2.0,64,eMMC 5.1,MicroSD,2.0,5000,15.0,Li-Ion,No,0,0,1,145.0,626.0,876.0,344.0,126.0,48.0,Digital,LED,Digital,No,No,Up to 30FPS,123.0, - Bokeh mode - Pro mode,2.2,4.0,1.12,No,20.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Mid-range,1604,210.0,0,,96.8,238.0,8.0,13.0,12.0,45.2,97.0,3.0,572.0,4490.0,4860.0,10076.0,4443.0,5842.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,1097634,305791,406302,171518,214023,Dynamic AMOLED,6.6,1080,2340,393,120,1,780.0,1,240.0, - DCI-P3 - Always-On Display,157.4,75.8,7.6,195.0,IP68,Glass,Metal,"Yes, in-display",4.0,Samsung,4.0,1,1097634,8,LPDDR5,,4.0,128,UFS 3.1,No,2.0,4500,45.0,Li-Po,No,1,1,1,61.0,497.0,775.0,326.0,115.0,50.0,Digital,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.24,1.22,Phase autofocus (Dual Pixel),10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,905,999.0,0,1750.0,98.2,240.0,5.0,26.0,20.0,38.8,63.0,41.0,6914.0,10321.0,7224.0,26709.0,10807.0,15600.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Samsung,215672,73124,39146,47053,56349,Super AMOLED,6.4,720,1600,274,90,0,390.0,0,, - Always-On Display,159.3,73.6,8.4,186.0,No,Plastic,Plastic,"Yes, in-button",1.0,TSMC,12.0,1,215672,4,LPDDR4X,1866.0,2.0,64,eMMC 5.1,MicroSD,2.0,5000,15.0,Li-Po,No,0,0,1,140.0,651.0,885.0,351.0,121.0,48.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.2,3.1,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Budget,1178,230.0,1,,140.9,127.0,6.0,26.0,7.0,47.5,98.0,4.0,682.0,5343.0,5597.0,10880.0,6111.0,6659.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
OnePlus,1640804,402129,609642,336138,292895,AMOLED,6.74,1240,2772,451,120,1,1600.0,1,, - DCI-P3 - Always-On Display - DC Dimming,163.1,74.2,8.98,210.0,No,Glass,Plastic,"Yes, in-display",8.0,TSMC,4.0,1,1640804,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,1.0,5000,150.0,Li-Po,No,0,0,1,19.0,,,,,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,3.09,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,387,700.0,1,,,,,26.0,20.0,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,656054,174405,197575,126345,157729,Dynamic AMOLED,6.1,1440,3040,551,60,0,1215.0,1,, - DCI-P3 - Always-On Display,149.9,70.4,7.8,157.0,IP68,Glass,Metal,"Yes, in-display",,Samsung,8.0,1,656054,8,LPDDR4X,2133.0,2.0,128,UFS 2.1,MicroSD,3.0,3400,15.0,Li-Po,No,1,1,1,95.0,313.0,614.0,225.0,73.0,12.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 240FPS,123.0, - Bokeh mode - Pro mode - RAW support,1.9,2.65,1.22,Phase autofocus,10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,No,Yes,No,Stereo,Yes,No,Yes,Flagship,2001,900.0,0,,98.1,240.0,4.8,26.0,20.0,40.6,82.0,19.0,3230.0,6599.0,5781.0,18325.0,6948.0,10349.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
