Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Width (mm),Thickness (mm),Weight (gr),Waterproof,Frame material,Fingerprint scanner,L3 cache (mb),Lithography process (nm),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3
5,215672,73124,39146,47053,56349,3,6.4,720,1600,274,90,0,390,0,73.6,8.4,186.0,0,1,2,1,12,4,3,2,64,1,1,15,0,0,48,0,0,0,1,2.2,3.1,1.12,13.0,0,0,1,1,1,0,1178,0.0,2,1,1,0,0,0,7,1,1,0,0,0,0,0,1,1,0,0
6,1640804,402129,609642,336138,292895,0,6.74,1240,2772,451,120,1,1600,1,74.2,8.98,210.0,0,1,1,8,4,12,5,4,256,7,0,150,0,0,50,0,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,1,2,387,2.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
5,656054,174405,197575,126345,157729,5,6.1,1440,3040,551,60,0,1215,1,70.4,7.8,157.0,8,2,1,0,8,8,3,2,128,3,1,15,1,1,12,1,0,2,4,1.9,2.65,1.22,10.0,0,0,1,0,1,2,2001,3.0,4,2,1,1,1,1,20,1,1,1,1,1,0,0,1,1,0,1
2,235828,89694,34389,53247,58498,2,6.3,1080,2340,409,60,0,500,0,75.4,8.6,200.0,0,1,3,0,11,3,3,2,32,1,1,18,0,0,48,0,0,1,2,2.0,2.9,1.12,13.0,0,0,1,1,0,1,1726,0.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,0,0,0
5,151207,53244,16460,47477,34026,6,6.2,720,1520,271,60,0,500,0,75.6,7.9,168.0,0,1,0,0,14,2,2,1,32,1,1,5,0,0,13,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,5.0,0,0,1,1,1,0,2001,0.0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0
12,838967,268183,253488,153180,164116,0,6.78,1260,2800,453,120,1,2800,1,75.1,7.45,186.0,4,1,1,4,4,8,3,2,128,4,0,80,0,1,50,0,0,1,2,2.0,2.76,0.64,50.0,0,1,0,0,0,1,174,1.0,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
2,1598185,383884,634315,304850,275136,0,8.03,1916,2160,360,120,1,2600,1,143.28,5.26,259.0,0,2,2,8,4,12,5,4,256,7,0,67,1,1,50,1,1,2,2,2.3,3.4,1.12,20.0,0,1,0,0,1,2,387,5.0,2,2,1,1,1,0,20,1,1,1,0,0,0,0,1,1,1,1
13,588186,193840,138782,125724,129840,1,6.7,1084,2412,391,120,0,950,1,74.96,6.88,168.0,0,1,1,0,6,8,3,2,128,6,0,66,0,1,50,0,0,1,2,2.4,2.8,0.61,60.0,0,0,0,0,0,1,509,1.0,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
2,1546742,413659,537217,315690,280176,1,6.67,1220,2712,446,144,1,600,1,75.7,8.49,204.0,8,1,1,8,4,12,5,4,256,7,0,120,0,0,50,0,1,2,2,2.2,2.0,0.8,20.0,0,1,0,0,1,2,387,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
5,454330,165575,137252,71866,79637,3,5.8,1440,2960,568,60,0,658,1,68.7,8.5,163.0,8,2,3,0,10,4,3,2,64,3,1,15,1,0,12,0,0,2,4,1.7,3.6,1.22,8.0,0,0,1,0,1,2,2366,2.0,3,1,1,1,0,0,18,1,1,1,0,0,0,0,1,1,0,0
5,346841,115364,79042,72048,80387,3,6.6,720,1600,266,60,0,500,0,75.9,8.6,193.0,0,1,1,3,8,4,3,2,128,3,1,15,0,0,48,0,0,1,2,2.2,5.0,1.0,20.0,0,1,1,0,1,1,1390,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,0
15,1623986,406281,611862,317813,288030,0,6.78,1080,2448,395,165,0,1000,1,77.0,10.3,246.0,4,2,1,8,4,16,5,4,512,7,0,65,0,1,50,0,1,2,2,2.5,3.2,0.7,32.0,0,1,1,0,1,2,448,5.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
11,240915,76042,23427,81392,60054,2,6.6,720,1612,267,90,0,450,0,75.6,8.6,180.0,0,1,2,1,12,3,3,2,64,1,1,10,0,0,13,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,295,0.0,2,1,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
14,438163,153343,80957,94380,109033,2,6.6,1080,2412,400,120,0,460,0,75.6,8.5,195.0,0,1,2,0,6,6,3,2,128,4,1,33,0,0,64,0,0,0,1,2.1,3.13,1.0,16.0,0,1,1,0,0,1,933,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
16,270545,90479,41484,67690,70892,2,6.78,1080,2460,396,90,0,550,0,75.5,8.1,168.2,0,1,2,0,12,4,3,2,128,1,1,33,0,0,50,0,0,0,1,2.0,4.0,1.12,8.0,0,0,1,0,1,0,143,,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,0,0,0
2,265196,92739,38248,60628,73581,2,6.53,1080,2340,395,60,0,400,0,77.0,9.1,198.0,0,1,3,1,12,3,3,2,32,1,1,18,0,0,13,0,0,0,1,2.0,4.0,1.12,8.0,0,0,1,1,0,0,1513,0.0,2,1,1,1,0,0,7,1,1,0,0,0,0,0,1,0,0,0
5,560697,170850,143095,111552,135200,7,6.6,1080,2408,400,120,0,500,0,79.9,9.9,235.0,8,1,2,0,6,6,3,2,128,4,1,25,0,1,50,0,0,1,1,2.2,3.1,0.9680385288966724,13.0,0,1,1,0,1,1,783,1.0,2,1,1,1,0,0,18,1,1,1,0,0,0,0,1,0,0,0
9,625173,155100,147881,190102,132090,0,6.7,1080,2412,394,120,1,1200,1,74.1,7.6,177.0,5,1,1,0,4,12,3,2,256,6,1,80,0,1,50,0,0,1,2,2.0,5.0,1.75,32.0,0,1,0,0,1,1,82,1.0,4,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1
6,356931,129362,69264,74754,83551,8,6.49,1080,2400,406,90,0,550,0,74.9,8.3,189.0,0,1,2,0,8,4,3,2,64,3,1,18,0,0,13,0,0,0,1,2.1,3.0,1.0,16.0,0,1,1,1,1,1,1178,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,0,0,1
13,577736,188367,150748,109883,128738,1,6.39,1440,3120,538,60,0,660,1,72.3,8.6,189.0,8,2,1,0,7,6,3,2,128,3,2,40,1,1,40,1,0,1,2,2.0,2.7,1.0,24.0,0,0,0,0,1,2,2121,4.0,2,1,1,1,1,0,21,1,1,1,0,0,0,0,1,1,0,1
12,1284112,342108,491558,218145,232301,0,6.78,1080,2400,388,120,0,1300,1,76.9,8.5,199.5,0,1,1,6,4,8,4,4,128,6,0,120,0,0,50,0,0,2,2,2.5,3.1,1.0,16.0,0,1,0,0,0,1,418,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
2,273871,88093,42849,72409,70520,2,6.79,1080,2460,396,90,0,550,0,76.28,8.3,205.0,0,1,2,0,12,6,3,2,128,1,1,33,0,0,108,0,0,0,1,2.45,1.67,0.64,13.0,0,0,1,1,1,0,82,,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,0,0,0
1,405358,122440,105572,91809,85537,1,5.5,1080,2160,439,60,0,420,1,68.2,7.9,148.0,8,2,3,2,10,4,3,2,64,3,0,18,1,0,12,0,0,1,2,1.8,3.2,1.4,8.0,1,0,0,0,0,2,2121,3.0,2,1,1,1,1,1,16,1,1,1,0,0,0,0,1,1,0,1
5,537067,173403,112518,112340,138806,3,6.7,1080,2408,394,120,0,400,0,77.0,7.4,176.0,0,1,2,2,6,6,3,2,128,3,1,25,0,0,108,0,0,1,2,2.2,4.0,1.12,32.0,0,1,0,1,1,1,874,1.0,4,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
11,237590,79884,33230,59280,65196,2,6.8,1080,2460,395,60,0,500,0,74.37,8.3,198.0,0,1,2,0,12,4,3,2,128,1,1,18,0,0,64,0,0,0,1,2.0,1.7,0.8,16.0,0,0,1,1,0,0,783,0.0,2,1,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0
5,879941,247034,282380,179682,170845,5,6.4,1080,2340,403,120,0,800,1,74.5,7.9,177.0,8,2,1,4,5,6,4,4,128,6,0,25,1,1,12,1,0,2,2,2.2,2.74,0.8,32.0,0,1,0,0,1,2,964,3.0,4,2,1,1,0,0,19,1,1,1,1,1,0,0,1,1,0,1
2,829966,257185,201416,168318,203047,2,6.6,1080,2460,407,144,1,500,1,74.29,8.87,200.0,3,1,2,4,5,8,4,4,128,6,0,67,0,0,64,0,0,1,2,2.45,2.0,0.8,16.0,0,1,1,1,1,1,813,1.0,2,2,1,1,0,0,20,1,1,0,0,0,0,1,0,0,0,1
1,1179223,363260,396428,189558,229977,1,6.1,1080,2400,430,120,1,2000,1,72.7,8.9,188.0,7,2,1,0,4,8,4,4,128,6,0,18,1,0,64,0,0,2,2,2.2,3.06,1.12,13.0,1,1,0,0,0,1,113,1.0,4,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1
5,550479,177068,115091,101445,156865,3,6.6,1080,2340,390,120,1,1000,0,78.1,8.2,199.0,7,1,1,0,6,6,3,2,128,4,1,25,0,0,48,0,0,1,2,2.2,3.1,1.12,13.0,0,1,0,0,1,1,540,1.0,4,1,1,1,0,0,20,1,1,0,1,1,0,0,1,1,0,1
3,391549,131544,85380,91656,82961,2,6.8,1080,2400,386,60,0,450,0,77.9,9.0,213.0,0,1,2,0,11,4,3,2,128,3,1,10,0,0,48,0,0,1,2,2.0,3.06,1.0,16.0,0,0,1,0,0,1,1329,1.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,0,0,0
2,311060,106113,47575,87495,69877,2,6.71,720,1650,268,60,0,450,0,76.56,8.29,190.0,0,1,3,0,6,4,3,2,64,4,1,18,0,0,50,0,0,0,1,2.2,2.76,0.64,5.0,0,0,1,1,0,0,905,0.0,2,1,1,1,0,0,13,0,0,0,0,0,0,0,1,0,0,1
4,510190,182475,47264,145851,134600,0,6.78,1200,2652,431,120,0,1200,0,75.5,7.98,185.0,3,1,1,0,4,8,4,4,256,6,0,35,0,1,108,0,0,1,2,2.5,1.67,1.0,16.0,0,1,0,0,0,1,326,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
2,393646,126105,95163,75194,97184,0,6.67,1080,2400,395,120,1,450,1,76.5,8.1,193.0,3,1,2,0,8,6,3,2,64,4,1,33,0,0,108,0,0,1,2,2.5,3.06,1.0,16.0,0,0,1,1,1,1,1270,0.0,2,1,1,1,0,0,15,1,1,0,0,0,0,0,1,1,0,1
5,115167,46080,15916,32668,20503,2,6.2,720,1560,271,60,0,400,0,75.8,7.8,168.0,0,1,3,0,12,2,1,1,32,1,1,47,0,0,13,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,1,1,1848,0.0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
10,444291,150762,83813,97455,112261,2,6.49,1080,2400,406,120,0,550,0,78.58,10.45,231.0,8,1,2,0,6,6,3,2,128,4,1,33,0,0,64,0,0,0,1,2.4,4.0,1.12,16.0,1,1,1,0,1,1,448,1.0,2,1,1,1,0,0,18,1,1,1,0,0,0,0,1,0,0,1
5,149179,53962,9540,41846,43831,7,6.5,720,1600,270,60,0,450,0,75.9,9.1,211.0,0,1,0,0,28,2,1,1,32,1,1,10,0,0,8,0,0,0,1,2.2,3.00395390070922,0.9680385288966724,5.0,0,0,1,0,0,0,995,0.0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
15,2210469,496599,906517,426516,380837,0,6.78,1080,2400,388,165,1,2500,1,76.8,8.9,225.0,8,2,1,12,4,16,5,4,512,7,0,65,1,1,50,1,1,2,2,2.5,3.2,1.12,32.0,0,1,1,0,1,2,234,4.0,2,1,1,1,0,1,18,1,1,0,0,0,0,1,0,1,1,1
3,559917,187038,119116,112651,141112,4,6.7,1080,2400,393,144,0,1600,0,73.1,7.9,174.9,8,1,1,0,4,8,3,2,128,4,0,68,0,0,50,0,0,1,2,2.45,1.56,0.7,32.0,1,1,0,0,1,1,113,,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,1,1
4,267195,86341,40028,65002,75824,6,6.56,720,1612,269,90,0,500,0,75.3,8.4,192.0,0,1,2,0,12,4,3,2,128,1,1,35,0,0,50,0,0,0,1,2.2,3.00395390070922,0.9680385288966724,5.0,0,0,1,0,0,0,82,,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,0,0,0
11,404883,129182,79705,98632,97364,2,6.82,720,1600,257,90,0,450,0,77.5,8.7,213.0,0,1,2,0,6,8,3,2,128,4,1,18,0,0,50,0,0,0,2,1.8,3.00395390070922,1.12,8.0,0,0,1,1,0,1,691,0.0,2,1,1,0,0,0,20,1,1,0,0,0,0,0,1,0,0,0
2,2149581,502823,855638,428947,362173,1,6.67,1220,2712,446,144,1,4000,1,75.1,8.4,211.0,8,2,1,18,4,12,5,4,256,7,0,120,0,0,50,0,2,2,2,2.4,2.0,1.75,20.0,0,1,0,0,1,2,52,1.0,2,2,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1
14,1376731,377162,448983,309112,241774,0,6.78,1264,2780,450,120,1,6000,1,75.1,8.65,191.0,5,1,1,0,4,8,5,4,128,7,0,120,0,0,50,0,0,2,2,2.5,2.74,0.8,32.0,0,1,0,0,1,1,113,1.0,4,1,1,1,0,0,18,1,1,0,0,0,0,1,0,1,1,1
5,236489,84269,47222,43479,61519,3,6.4,1080,2400,411,90,0,800,0,73.6,8.4,184.0,0,1,1,1,12,4,3,2,64,1,1,15,0,0,64,0,0,0,1,2.2,4.0,1.12,20.0,0,0,1,1,1,1,1298,0.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,1,0,0
6,1084831,343598,299511,190741,250981,0,6.74,1240,2772,451,120,1,600,1,75.1,8.1,193.5,4,1,1,8,4,8,5,4,128,6,0,80,0,0,50,0,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,1,1,418,1.0,2,1,1,1,0,0,19,1,1,0,0,0,0,1,0,1,1,1
12,618023,209189,137524,136692,134618,0,6.78,1260,2800,453,120,0,1300,1,74.37,7.46,186.0,8,1,1,0,6,8,3,2,128,4,0,80,0,0,50,0,0,1,2,2.0,2.76,0.9680385288966724,50.0,1,1,0,0,0,1,326,2.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
8,1519899,319854,637431,287233,275381,0,6.8,1116,2480,400,120,0,1300,0,76.35,9.47,230.0,0,2,1,8,4,12,5,4,256,7,0,165,0,0,50,0,2,2,2,2.0,2.8,1.12,16.0,0,1,1,0,0,2,630,3.0,2,2,1,1,0,0,20,1,1,0,0,0,1,0,0,1,1,1
5,379907,102856,112041,84115,80895,3,6.3,1440,2960,522,60,0,500,1,74.8,8.6,195.0,8,2,3,0,10,6,3,2,64,3,1,15,1,0,12,1,0,1,2,1.7,3.6,1.22,8.0,0,0,1,0,1,2,2547,3.0,3,1,1,1,0,1,16,1,1,1,0,0,0,0,1,1,0,0
3,265848,84658,40500,62569,78121,2,6.5,720,1600,270,90,0,450,0,74.08,9.19,195.0,1,1,2,0,12,4,3,2,64,1,1,15,0,0,50,0,0,0,1,2.0,4.0,1.12,8.0,0,0,1,0,1,0,479,0.0,2,1,1,1,0,0,12,1,1,1,0,0,0,0,1,0,0,0
4,795701,240472,253973,145987,155269,1,6.7,1200,2664,436,120,1,4000,1,74.6,7.7,187.0,0,1,1,4,4,8,4,4,256,6,0,100,0,1,50,0,0,2,2,2.1,1.56,1.0,50.0,1,1,0,0,1,1,113,1.0,4,1,1,1,0,1,18,1,1,0,0,0,0,0,1,1,1,1
14,1111330,293651,428311,177147,213311,0,6.7,1440,3216,526,120,1,500,1,74.7,8.2,189.0,0,2,1,6,4,8,4,4,128,6,0,65,0,0,50,0,1,2,2,2.4,2.74,0.8,32.0,0,1,0,0,1,2,964,2.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
3,381057,123489,77114,79191,101263,2,6.7,1080,2400,393,60,0,450,1,76.1,9.9,212.0,0,1,2,3,8,4,3,2,64,3,1,20,0,0,48,0,0,1,2,2.2,2.0,1.0,16.0,0,1,1,1,0,1,1360,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,0
5,604726,192451,136485,116995,158795,3,6.6,1080,2340,390,120,1,1000,1,78.0,8.2,209.0,7,1,1,4,5,6,3,2,128,6,1,25,0,0,50,0,0,1,2,2.2,3.06,1.12,13.0,1,1,0,0,1,1,174,1.0,4,1,1,1,0,0,18,1,1,0,1,1,0,1,0,1,0,1
14,414935,129606,63977,114137,101572,2,6.72,1080,2400,392,120,0,680,0,76.0,7.89,190.0,4,1,2,2,6,4,3,2,128,6,1,33,0,0,50,0,0,0,1,2.1,2.76,0.64,8.0,0,1,1,0,0,0,265,0.0,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,0,0,1
2,1507957,393420,526555,320065,267917,0,6.67,1220,2712,446,120,0,2400,1,74.4,7.8,179.0,4,1,1,8,4,12,5,4,256,7,0,90,0,0,50,0,0,2,2,2.2,4.0,0.8,20.0,0,1,0,0,1,1,143,1.0,2,2,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
3,458668,150576,80021,102889,125182,2,6.5,1080,2400,405,120,0,500,0,74.8,8.45,185.0,1,1,2,0,6,6,3,2,256,3,1,15,0,0,50,0,0,0,2,2.4,2.76,1.0,16.0,0,1,1,0,1,1,509,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
14,247675,91852,22955,66020,66848,2,6.74,720,1600,260,90,0,560,0,76.7,7.99,186.0,4,1,2,0,12,4,3,2,64,1,1,10,0,0,13,0,0,0,1,2.2,3.00395390070922,0.9680385288966724,5.0,0,0,1,0,0,0,234,0.0,1,1,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1
3,578276,175641,149019,114917,138699,1,6.7,1080,2400,385,144,0,450,1,76.0,7.0,163.0,2,2,2,0,6,8,3,2,128,4,0,30,0,0,108,1,0,2,2,2.3,1.52,0.7,32.0,0,1,0,0,0,2,1117,2.0,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
0,154680,54012,18177,40689,41802,2,6.82,720,1640,263,90,0,500,0,77.5,8.6,205.0,0,1,2,0,12,4,3,2,128,1,1,18,0,0,16,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,479,0.0,2,1,1,0,0,0,20,0,1,0,0,0,0,0,1,0,0,0
14,423087,140266,70632,109061,103128,3,6.4,1080,2400,411,90,0,1000,0,73.3,7.95,178.0,0,1,2,0,6,4,3,2,64,4,1,33,0,0,50,0,0,0,2,2.5,3.06,1.0,16.0,0,0,1,0,0,1,660,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1
2,369361,125232,67675,76451,100003,2,6.53,1080,2340,395,60,0,640,1,76.4,8.8,200.0,2,1,3,0,12,4,3,2,64,3,1,18,0,0,64,0,0,1,2,2.0,3.1,0.9,20.0,0,0,1,1,0,1,1787,0.0,2,1,1,1,0,0,12,1,1,0,0,0,0,1,0,0,0,0
12,580645,201333,109072,136982,133258,2,6.72,1080,2408,393,120,0,1000,0,76.0,7.99,199.0,4,1,2,0,4,8,3,2,128,4,1,44,0,0,50,0,0,1,2,2.1,4.0,1.12,8.0,0,1,1,0,1,1,143,,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
9,395565,134452,52276,102260,106577,0,6.43,1080,2400,409,90,0,800,0,73.84,7.85,183.0,0,1,1,0,6,8,3,2,128,4,1,33,0,1,100,0,0,0,1,2.4,3.00395390070922,0.64,32.0,0,0,1,1,0,1,568,1.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1
2,160779,52804,16776,54670,36529,2,6.71,720,1650,268,60,0,400,0,76.56,9.18,204.0,2,1,3,0,7,3,3,2,32,4,1,18,0,0,13,0,0,0,1,2.2,3.00395390070922,0.9680385288966724,5.0,0,0,1,1,0,0,783,0.0,2,1,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0
14,2069095,462949,858699,412582,334865,0,6.78,1264,2780,450,144,1,4500,1,75.06,9.23,218.0,4,2,1,12,4,12,5,4,256,7,0,100,1,1,50,1,1,2,2,2.5,2.74,0.8,32.0,0,1,0,0,1,2,265,2.0,4,1,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1
3,236164,79436,33658,58487,64583,2,6.5,720,1600,269,90,0,450,0,75.7,9.1,200.0,0,1,3,0,11,4,3,2,64,3,1,20,0,0,64,0,0,0,2,2.2,4.0,1.12,13.0,0,0,1,1,0,1,1298,0.0,2,1,1,1,0,0,13,1,0,0,0,0,0,0,1,0,0,0
9,761462,220742,222772,145990,171958,1,6.7,1440,3168,513,120,0,800,1,74.4,8.8,207.0,8,2,1,4,7,12,4,2,512,5,0,65,0,0,48,1,0,2,2,2.4,2.8,0.8,32.0,0,1,0,1,1,2,1604,5.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
5,1541246,371084,600732,299004,270462,5,6.8,1440,3088,500,120,1,850,1,78.1,8.9,233.0,8,2,1,8,4,8,5,4,256,7,0,45,1,1,200,0,2,2,3,2.2,3.24,1.12,12.0,1,1,0,0,1,2,568,4.0,4,2,1,1,1,1,20,1,1,1,1,1,0,1,0,1,0,1
2,260204,73595,41818,72179,72582,2,6.74,720,1600,260,90,0,600,0,78.0,8.09,192.0,0,1,2,0,12,6,3,2,128,1,1,18,0,0,50,0,0,0,1,2.0,2.76,0.64,8.0,0,0,1,1,0,0,295,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
11,408916,117265,70997,108426,112228,2,6.78,1080,2460,396,120,0,580,0,76.6,9.23,206.0,3,1,1,0,6,8,3,2,128,4,0,33,0,0,50,0,0,0,1,1.7,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,1,1,143,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,0,0,1
5,570112,198982,137591,95368,138171,3,6.5,1080,2400,405,120,0,400,1,75.1,8.4,189.0,7,1,1,0,6,6,3,2,128,3,1,25,0,0,64,0,0,1,2,2.2,2.8,0.8,32.0,0,1,1,0,1,1,1086,1.0,4,1,1,1,0,0,18,1,1,0,1,1,0,0,1,1,0,1
5,306360,93762,67379,74338,70881,3,5.5,1440,2560,534,60,0,610,0,72.6,7.7,157.0,8,2,2,0,14,4,2,2,32,2,1,15,1,0,12,0,0,1,2,1.7,4.1,1.34,5.0,0,0,1,0,0,2,3096,3.0,2,1,0,1,0,0,9,1,1,1,0,0,0,0,1,1,0,0
2,751592,217126,220535,143934,169997,3,6.67,1080,2400,395,144,0,500,1,76.4,9.9,210.0,0,2,2,4,7,6,4,4,128,6,0,120,0,0,48,0,0,2,2,2.0,5.0,0.8,20.0,0,1,1,0,1,2,1270,1.0,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,1,1,1
2,592246,205501,138204,108214,140327,0,6.55,1080,2400,402,120,0,500,1,73.7,7.29,173.0,3,1,1,0,6,6,3,2,128,4,0,67,0,0,108,0,0,1,2,2.5,2.8,0.8,32.0,0,1,0,0,1,1,783,1.0,2,2,1,1,0,1,18,1,1,0,0,0,0,0,1,1,1,1
5,297257,107322,39447,84454,66034,7,6.6,1080,2408,400,90,0,460,0,76.9,8.4,195.0,0,1,2,0,6,4,3,2,32,1,1,25,0,0,50,0,0,0,1,2.2,5.0,1.12,8.0,0,0,1,1,1,0,905,0.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,0,0,0
0,752358,201661,225139,156207,169351,0,6.67,1080,2400,395,120,0,900,0,75.9,8.2,190.0,3,1,1,0,6,8,3,2,256,6,1,68,1,1,108,0,0,1,2,1.8,1.67,0.8,32.0,0,1,1,1,0,1,448,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,0,1
14,249559,86258,22575,83768,56958,2,6.5,720,1600,270,60,0,400,0,75.7,8.3,187.0,0,1,2,0,12,3,3,2,32,4,1,10,0,0,50,0,0,0,1,2.2,5.0,0.9680385288966724,5.0,0,0,1,0,0,0,721,0.0,1,1,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2,466347,130936,158747,91990,84674,2,6.18,1080,2246,403,60,0,500,0,75.2,8.8,182.0,0,1,3,2,10,6,3,2,64,3,1,18,0,0,12,0,0,2,4,2.0,3.1,0.9,20.0,0,0,1,1,0,2,2213,1.0,2,1,1,1,0,0,16,1,1,0,0,0,0,0,1,0,0,0
0,515609,166403,88444,128743,132019,8,6.78,1080,2460,388,120,0,500,0,76.53,8.77,199.0,0,1,2,2,6,8,4,2,128,6,1,33,0,0,48,1,0,1,2,2.0,2.76,1.12,16.0,0,1,1,1,1,1,905,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
5,843008,232358,256356,163007,191217,5,6.8,1440,3200,515,120,1,1500,1,75.6,8.9,227.0,8,2,1,0,5,12,4,2,128,6,0,25,1,1,108,0,1,2,2,2.2,2.65,0.7,40.0,1,1,0,0,1,2,1298,4.0,4,2,1,1,1,1,24,1,1,1,1,1,0,0,1,1,0,1
